"","V1","V2","V3","V4","V5"
"1",0.280295590520457,0.163200403453061,3.35100982236436,0.773582980793272,1.38296732475168
"2",0.123268776155632,0.0915701888350506,2.58819202853361,0.655757201676867,1.52993222357206
"3",0.423467574903326,0.246596461310752,1.43315171328583,1.75633952122172,0.317502021928892
"4",0.278233575965713,0.507117434346797,5.24731360469992,1.01066694699396,1.55242551337678
"5",0.526101714086455,0.150323012292906,1.81689221226529,1.38607505951444,0.695944617968863
"6",0.0649307923384214,0.04616959431876,0.829705654365567,0.438777080722127,0.264487925361633
"7",0.249893136885633,0.142262073416199,1.81516254391359,1.05310357899343,0.384309014332655
"8",0.343711112063939,0.304706821079211,1.69315655356341,1.0371635941428,0.71813033738393
"9",0.114390433644069,0.0582425009685346,0.915345134836795,0.464499178311912,0.330425203722245
"10",0.0937322334207667,0.0479373150061775,0.85068623915282,0.472637034824667,0.244892107435671
"11",0.0892218008909543,0.0598178313825183,1.0139427537938,0.57750569572745,0.33699317493368
"12",0.0576667541342509,0.0395123614013128,0.805831694835055,0.389542527145819,0.249449276212071
"13",0.435049443295977,0.125364314006116,2.86528227396523,0.908889529705139,1.05125469065222
"14",0.195084012631121,0.297312422829912,2.94876502095512,1.14362465336339,1.30713665316313
"15",0.116599820571944,0.0738526410988998,1.61861688034063,0.629304054576784,0.946932812144189
"16",0.0649348180594648,0.0463647259690902,0.952084363241375,0.366441886744567,0.555828439448348
"17",0.0702904865082848,0.0651763378936351,0.862119935098263,0.564200177416762,0.282955053609717
"18",2.66209738000273,0.941170298699334,9.2541897795024,4.09218418716567,3.30249570644966
"19",0.126751287993816,0.0809422237581975,1.2972368070537,0.521246487229007,1.1633950087946
"20",0.855477217750355,0.291473624958097,3.60728744433887,0.988473601731721,1.726942588198
"21",0.0879745133325567,0.0590182895062583,0.954878602831244,0.553464834692191,0.282854251130091
"22",0.150969991429408,0.0730359630019792,1.00420151159177,0.666522366749227,0.299181029120888
"23",0.163718104430628,0.183376054439055,1.97277670817191,1.1101626354554,0.805239971094571
"24",0.182188653966177,0.112928318302705,0.993019495109433,1.20505969458805,0.276325949395498
"25",0.859910635805974,0.409340075832696,2.2305379062564,2.23964683093003,0.549275361450954
"26",0.077222468911966,0.0595986815666862,0.70692053037706,0.449756559877639,0.211895274798887
"27",0.28144075791808,0.258886974794062,2.60354153634443,0.786032198443113,1.74415692633776
"28",0.0940181224658046,0.120391692810799,1.08358474903351,0.616011707457804,0.345281167926227
"29",1.87365564026398,0.635563358693986,8.05658018037423,3.79087714548629,2.59284751437346
"30",0.648587041016097,0.3605721361853,1.6794375209194,1.96864647158804,0.424311975561895
"31",0.692406829531853,0.416870591079038,2.21701844141822,2.04376539261967,0.642705417799639
"32",0.346351287166772,0.19879155718875,3.14241970255937,0.772294568419885,1.61927722885011
"33",0.272606074317381,0.196528150579133,1.94076333213413,1.25921829112263,0.47800554087763
"34",0.537586120910128,0.352908156696667,2.4748965175483,2.15683287751429,0.906721233979353
"35",0.288300387274728,0.163217106774861,1.31665761782503,1.27629184562899,0.700915743797798
"36",0.0837429679551963,0.0615625033679792,1.08493175434463,0.541893709548238,0.286768265290187
"37",2.36319184162826,1.1260801834087,13.5984854506676,2.78442190383825,4.57965365049203
"38",0.181630724808454,0.292584594521006,2.87819900186263,0.94245158229526,1.53454642306367
"39",0.33177662994238,0.233917682810168,1.20387314280354,1.64557856922845,0.370091780283949
"40",0.121335951323543,0.422069200044333,3.14031310417828,0.746591232716831,1.09787102676781
"41",0.245540643276005,0.174425034360695,2.63381679052161,0.674870497205738,1.51563696544364
"42",0.536873207182116,0.269319536792362,5.8390884515126,1.47909720701269,2.13460053485927
"43",0.164084270470503,0.130280085227742,2.4318285067384,0.627461825484616,1.45859691053353
"44",0.206930013692934,0.119325409603662,0.887345179213808,0.748407260310556,0.23172635132354
"45",0.191241515096787,0.337863064235231,3.47897322780219,1.04789749249476,1.60009095709284
"46",1.07078940278908,0.575942401725924,8.6368657629247,2.532276717417,2.94708901868513
"47",0.256708535907085,0.17016367114314,1.5031834956174,1.25969800743399,0.416068340410529
"48",0.228084235164287,0.468790001761334,3.55917963914851,1.35010497708584,1.90987322877611
"49",1.02013783431822,0.301179154793551,2.24416523463574,1.83109758796985,0.64876803482483
"50",0.354640406221792,0.168820129625426,1.45061140726209,1.19705236915042,0.350699489927623
"51",0.870872865021121,0.428736056097695,2.80466538944184,1.93339302454369,0.743865068191467
"52",0.833760496747225,0.632610054601317,3.11783881518663,2.23100563376066,1.19069206948754
"53",0.259935606234156,0.595404780285885,4.76890288285416,1.57401307743101,2.0297447854528
"54",0.260553207422029,0.165343284983271,2.79726638449629,0.696423153738132,1.58593738983915
"55",0.117989601424357,0.0825327040018956,1.56974635019538,0.477003013767638,1.19259872865213
